Simpsons Frequency Dictionary

Frequency Dictionary based on OpenSubtitles of all Simpson Episodes (in english).

Rank   Word                           Frequency
2628   earn                           (97)
2629   rotten                         (97)
2630   remove                         (97)
2631   streets                        (97)
2632   angels                         (97)
2633   greetings                      (97)
2634   hated                          (96)
2635   defense                        (96)
2636   strawberry                     (96)
2637   hail                           (96)
2638   ''the                          (96)
2639   bubble                         (96)
2640   musical                        (96)
2641   position                       (96)
2642   friendly                       (96)
2643   'tis                           (96)
2644   dish                           (96)
2645   impressed                      (96)
2646   religious                      (96)
2647   election                       (96)
2648   delivery                       (96)
2649   barely                         (96)
2650   including                      (96)
2651   forth                          (96)
2652   replace                        (96)
2653   climb                          (96)
2654   pity                           (96)
2655   yale                           (95)
2656   risk                           (95)
2657   pocket                         (95)
2658   violent                        (95)
2659   burned                         (95)
2660   picnic                         (95)
2661   nightmare                      (95)
2662   cutting                        (95)
2663   provide                        (95)
2664   returned                       (95)
2665   lamb                           (95)
2666   pound                          (95)
2667   therapy                        (95)
2668   basket                         (95)
2669   kisses                         (95)
2670   obvious                        (95)
2671   noble                          (95)
2672   followed                       (95)
2673   rub                            (95)
2674   bum                            (95)
2675   casino                         (95)
2676   deadly                         (95)
2677   liar                           (95)
2678   neat                           (95)
2679   avoid                          (94)
2680   vision                         (94)
2681   chuckle                        (94)
2682   helicopter                     (94)
2683   crappy                         (94)
2684   shape                          (94)
2685   hunting                        (94)
2686   howdy                          (94)
2687   riding                         (94)
2688   spray                          (94)
2689   oven                           (94)
2690   liberty                        (94)
2691   trees                          (94)
2692   burns's                        (94)
2693   mount                          (94)
2694   receive                        (94)
2695   pillow                         (94)
2696   chicks                         (94)
2697   holidays                       (94)
2698   laws                           (94)
2699   diamond                        (94)
2700   tonight's                      (94)
2701   sneak                          (94)
2702   planned                        (94)
2703   stands                         (94)
2704   ended                          (93)
2705   style                          (93)
2706   market                         (93)
2707   loose                          (93)
2708   burns'                         (93)
2709   results                        (93)
2710   pro                            (93)
2711   electrical                     (93)
2712   carnival                       (93)
2713   cuts                           (93)
2714   coach                          (93)
2715   imagination                    (93)
2716   this'll                        (93)
2717   owner                          (92)
2718   host                           (92)
2719   hopeless                       (92)
2720   belongs                        (92)
2721   happiest                       (92)
2722   physical                       (92)
2723   wolf                           (92)
2724   cecil                          (92)
2725   failure                        (92)
2726   yup                            (92)
2727   bastard                        (92)
2728   school's                       (92)
2729   hush                           (92)
2730   stamp                          (92)
2731   sand                           (92)
2732   lad                            (92)
2733   savings                        (92)
2734   must've                        (92)
2735   hop                            (92)
2736   crackling                      (92)
2737   ketchup                        (92)
2738   scam                           (92)
2739   suffering                      (92)
2740   tap                            (92)
2741   shadow                         (92)
2742   governor                       (91)
2743   grant                          (91)
2744   hates                          (91)
2745   supply                         (91)
2746   abraham                        (91)
2747   doors                          (91)
2748   bags                           (91)
2749   circle                         (91)
2750   chug                           (91)
2751   slap                           (91)
2752   believed                       (91)
2753   shirts                         (91)
2754   below                          (91)
2755   paradise                       (91)
2756   obviously                      (91)
2757   rice                           (90)
2758   stock                          (90)
2759   cracks                         (90)
2760   fries                          (90)
2761   slice                          (90)
2762   chops                          (90)
2763   babysitter                     (90)
2764   fraud                          (90)
2765   prices                         (90)
2766   material                       (90)
2767   who'd                          (90)
2768   bake                           (90)
2769   complain                       (90)
2770   cheating                       (90)
2771   kirk                           (90)
2772   balloon                        (90)
2773   why'd                          (90)
2774   surrender                      (90)
2775   twin                           (90)
2776   walls                          (90)
2777   forgotten                      (90)
2778   barbecue                       (90)
2779   progress                       (90)
2780   cherry                         (90)
2781   research                       (90)
2782   ja                             (90)
2783   dip                            (90)
2784   nonsense                       (90)
2785   rise                           (90)
2786   hideous                        (90)
2787   bright                         (90)
2788   familiar                       (90)
2789   opinion                        (89)
2790   demand                         (89)
2791   y                              (89)
2792   tim                            (89)
2793   fireworks                      (89)
2794   wire                           (89)
2795   synchro                        (89)
2796   windows                        (89)
2797   damage                         (89)
2798   mental                         (89)
2799   china                          (89)
2800   steady                         (89)
2801   mixed                          (89)
2802   skull                          (89)
2803   lift                           (89)
2804   sparkle                        (89)
2805   hobo                           (89)
2806   reporter                       (89)
2807   available                      (88)
2808   slip                           (88)
2809   baby's                         (88)
2810   crew                           (88)
2811   thud                           (88)
2812   ought                          (88)
2813   citizens                       (88)
2814   el                             (88)
2815   clancy                         (88)
2816   wide                           (88)
2817   electronic                     (88)
2818   puppies                        (88)
2819   pieces                         (88)
2820   helped                         (88)
2821   corpse                         (88)
2822   ireland                        (88)
2823   show's                         (88)
2824   upstairs                       (88)
2825   studio                         (88)
2826   bury                           (88)
2827   meow                           (88)
2828   incredible                     (88)
2829   michael                        (88)
2830   herself                        (88)
2831   gray                           (88)
2832   received                       (88)
2833   italian                        (88)
2834   cancel                         (87)
2835   nothing's                      (87)
2836   patch                          (87)
2837   wherever                       (87)
2838   corporation                    (87)
2839   grunt                          (87)
2840   rabbit                         (87)
2841   announce                       (87)
2842   jewish                         (87)
2843   stuffed                        (87)
2844   g                              (87)
2845   steel                          (87)
2846   it|                            (87)
2847   register                       (87)
2848   permission                     (87)
2849   debt                           (87)
2850   comics                         (87)
2851   vocalizing                     (87)
2852   guards                         (87)
2853   political                      (87)
2854   members                        (87)
2855   spanish                        (87)
2856   wore                           (87)
2857   snowball                       (86)
2858   pleasant                       (86)
2859   tube                           (86)
2860   mercy                          (86)
2861   owns                           (86)
2862   confused                       (86)
2863   booing                         (86)
2864   iron                           (86)
2865   finds                          (86)
2866   role                           (86)
2867   academy                        (86)
2868   smarter                        (86)
2869   pot                            (86)
2870   wood                           (86)
2871   ending                         (86)
2872   earlier                        (86)
2873   cracking                       (86)
2874   becoming                       (86)
2875   lawyer                         (86)
2876   likely                         (86)
2877   bee                            (86)
2878   declare                        (86)
2879   thou                           (85)
2880   fishing                        (85)
2881   terrace                        (85)
2882   bid                            (85)
2883   colors                         (85)
2884   moral                          (85)
2885   screen                         (85)
2886   federal                        (85)
2887   knocked                        (85)
2888   falls                          (85)
2889   roses                          (85)
2890   dean                           (85)
2891   parties                        (85)
2892   dog's                          (85)
2893   grew                           (85)
2894   garden                         (85)
2895   rattling                       (85)
2896   calendar                       (85)
2897   thumb                          (84)
2898   eddie                          (84)
2899   loaded                         (84)
2900   cheated                        (84)
2901   awake                          (84)
2902   canceled                       (84)
2903   crisis                         (84)
2904   pleased                        (84)
2905   sacred                         (84)
2906   mild                           (84)
2907   pole                           (84)
2908   shove                          (84)
2909   annoying                       (84)
2910   bunny                          (84)
2911   pin                            (84)
2912   competition                    (84)
2913   approaching                    (83)
2914   vegas                          (83)
2915   grown                          (83)
2916   fairy                          (83)
2917   hose                           (83)
2918   hawaii                         (83)
2919   prime                          (83)
2920   sock                           (83)
2921   manjula                        (83)
2922   parent                         (83)
2923   access                         (83)
2924   beers                          (83)
2925   grampa's                       (83)
2926   heroes                         (83)
2927   marvin                         (83)
2928   gibberish                      (83)
2929   bond                           (83)
2930   wayne                          (83)
2931   term                           (83)
2932   que                            (83)
2933   max                            (83)
2934   served                         (83)
2935   horns                          (83)
2936   gums                           (82)
2937   divorce                        (82)
2938   ho-hi                          (82)
2939   employees                      (82)
2940   meals                          (82)
2941   rapture                        (82)
2942   ape                            (82)
2943   monorail                       (82)
2944   schedule                       (82)
2945   normally                       (82)
2946   actor                          (82)
2947   tricks                         (82)
2948   lessons                        (82)
2949   pray                           (82)
2950   tire                           (82)
2951   minus                          (82)
2952   offense                        (82)
2953   abandoned                      (82)
2954   twisted                        (82)
2955   century                        (82)
2956   brunch                         (82)
2957   fallout                        (82)
2958   costs                          (82)
2959   silent                         (82)
2960   products                       (82)
2961   assure                         (82)
2962   coast                          (82)
2963   military                       (81)
2964   thanksgiving                   (81)
2965   perform                        (81)
2966   theory                         (81)
2967   chloe                          (81)
2968   witness                        (81)
2969   cocktail                       (81)
2970   daughter's                     (81)
2971   microwave                      (81)
2972   man|                           (81)
2973   gentleman                      (81)
2974   sweat                          (81)
2975   stanley                        (81)
2976   gil                            (81)
2977   nickel                         (81)
2978   nation                         (81)
2979   bride                          (81)
2980   drag                           (81)
2981   retirement                     (81)
2982   fires                          (81)
2983   boogie                         (80)
2984   hundreds                       (80)
2985   comet                          (80)
2986   cage                           (80)
2987   vey                            (80)
2988   prayer                         (80)
2989   rip                            (80)
2990   beyond                         (80)
2991   ohhh                           (80)
2992   boom                           (80)
2993   contract                       (80)
2994   equipment                      (80)
2995   p                              (80)
2996   performance                    (80)
2997   landing                        (80)
2998   x                              (80)
2999   buttons                        (80)
3000   riot                           (80)
3001   began                          (80)
3002   booth                          (80)
3003   jam                            (80)
3004   rude                           (80)
3005   enemies                        (80)
3006   roaring                        (80)
3007   wipe                           (80)
3008   headed                         (80)
3009   dame                           (80)
3010   cans                           (80)
3011   soda                           (80)
3012   imitates                       (80)
3013   oscar                          (80)
3014   period                         (79)
3015   backyard                       (79)
3016   cameras                        (79)
3017   wasting                        (79)
3018   pudding                        (79)
3019   sexual                         (79)
3020   lion                           (79)
3021   mistakes                       (79)
3022   signed                         (79)
3023   sdi                            (79)
3024   lab                            (79)
3025   machines                       (79)
3026   corrected                      (79)
3027   storm                          (79)
3028   seal                           (79)
3029   hills                          (79)
3030   claim                          (79)
3031   fate                           (79)
3032   enjoyed                        (79)
3033   acid                           (79)
3034   beaten                         (79)
3035   orchestra                      (79)
3036   application                    (79)
3037   dishes                         (79)
3038   kissed                         (79)
3039   loss                           (79)
3040   useless                        (78)
3041   items                          (78)
3042   agreement                      (78)
3043   appears                        (78)
3044   glory                          (78)
3045   exist                          (78)
3046   raised                         (78)
3047   joined                         (78)
3048   matters                        (78)
3049   humans                         (78)
3050   stu                            (78)
3051   tail                           (78)
3052   policy                         (78)
3053   float                          (78)
3054   fantasy                        (78)
3055   fever                          (78)
3056   dies                           (78)
3057   snarling                       (78)
3058   beep                           (78)
3059   tennis                         (78)
3060   woke                           (78)
3061   frankly                        (78)
3062   accepted                       (78)
3063   photos                         (78)
3064   pinch                          (78)
3065   package                        (78)
3066   unlike                         (78)
3067   assume                         (78)
3068   pitch                          (78)
3069   purchase                       (77)
3070   valentine's                    (77)
3071   disappointed                   (77)
3072   merely                         (77)
3073   slept                          (77)
3074   otherwise                      (77)
3075   recipe                         (77)
3076   interrupt                      (77)
3077   crashing                       (77)
3078   mint                           (77)
3079   knees                          (77)
3080   false                          (77)
3081   sat                            (77)
3082   official                       (77)
3083   cackling                       (77)
3084   april                          (77)
3085   paris                          (77)
3086   breathing                      (77)
3087   lobster                        (77)
3088   superman                       (77)
3089   ach                            (77)
3090   sounded                        (77)
3091   jeez                           (77)
3092   deliver                        (77)
3093   edison                         (77)
3094   town's                         (77)
3095   legend                         (77)
3096   h                              (77)
3097   daily                          (77)
3098   effects                        (77)
3099   range                          (76)
3100   bail                           (76)
3101   kidney                         (76)
3102   childhood                      (76)
3103   washing                        (76)
3104   clue                           (76)
3105   pump                           (76)
3106   swimming                       (76)
3107   foolish                        (76)
3108   checked                        (76)
3109   championship                   (76)
3110   plain                          (76)
3111   drew                           (76)
3112   y'all                          (76)
3113   wax                            (76)
3114   sax                            (76)
3115   superior                       (76)
3116   generation                     (76)
3117   bang                           (76)
3118   drunken                        (76)
3119   towards                        (76)
3120   impressive                     (76)
3121   cure                           (76)
3122   writers                        (76)
3123   blown                          (76)
3124   families                       (76)
3125   slipped                        (76)
3126   a's                            (76)
3127   chamber                        (76)
3128   executive                      (76)
3129   sputtering                     (76)
3130   courage                        (76)
3131   luann                          (76)
3132   path                           (76)
3133   appear                         (76)
3134   holds                          (76)
3135   lane                           (76)
3136   speaker                        (75)
3137   supplies                       (75)
3138   gravy                          (75)
3139   someplace                      (75)
3140   horses                         (75)
3141   bobbins                        (75)
3142   cheat                          (75)
3143   evergreen                      (75)
3144   mm-mmm                         (75)
3145   moves                          (75)
3146   director                       (75)
3147   novelty                        (75)
3148   counts                         (75)
3149   seek                           (75)
3150   isotopes                       (75)
3151   sour                           (75)
3152   battery                        (75)
3153   desperate                      (75)
3154   sue                            (75)
3155   cannon                         (75)
3156   humor                          (75)
3157   circus                         (75)
3158   magazines                      (75)
3159   per                            (75)
3160   chirping                       (75)
3161   bravo                          (75)
3162   international                  (75)
3163   t                              (75)
3164   shary                          (75)
3165   sensitive                      (75)
3166   passes                         (75)
3167   glove                          (74)
3168   bump                           (74)
3169   becomes                        (74)
3170   native                         (74)
3171   worthless                      (74)
3172   weapon                         (74)
3173   sober                          (74)
3174   underpants                     (74)
3175   skills                         (74)
3176   olympics                       (74)
3177   charged                        (74)
3178   commercials                    (74)
3179   separate                       (74)
3180   instrumental                   (74)
3181   construction                   (74)
3182   uh-uh                          (74)
3183   dime                           (74)
3184   sleepy                         (74)
3185   chip                           (74)
3186   opera                          (74)
3187   roosevelt                      (74)
3188   wins                           (74)
3189   root                           (74)
3190   hats                           (74)
3191   satan                          (74)
3192   backup                         (74)
3193   damned                         (74)
3194   unit                           (74)
3195   chimes                         (74)
3196   shoulder                       (74)
3197   rap                            (74)
3198   cloud                          (74)
3199   liver                          (74)
3200   carefully                      (74)
3201   frame                          (74)
3202   commit                         (74)
3203   thomas                         (74)
3204   nowhere                        (73)
3205   't                             (73)
3206   dolphins                       (73)
3207   orders                         (73)
3208   claus                          (73)
3209   andy                           (73)
3210   treatment                      (73)
3211   stress                         (73)
3212   actual                         (73)
3213   brand-new                      (73)
3214   adventure                      (73)
3215   banner                         (73)
3216   cereal                         (73)
3217   log                            (73)
3218   twist                          (73)
3219   album                          (73)
3220   cue                            (73)
3221   walked                         (73)
3222   unfair                         (73)
3223   destruction                    (73)
3224   cletus                         (73)
3225   selfish                        (73)
3226   web                            (73)
3227   rag                            (73)
3228   job22                          (73)
3229   brazil                         (73)
3230   ceiling                        (73)
3231   wallet                         (73)
3232   current                        (73)
3233   whack                          (73)
3234   navy                           (73)
3235   chase                          (73)
3236   telephone                      (73)
3237   beg                            (73)
3238   softball                       (73)
3239   sheep                          (73)
3240   apparently                     (73)
3241   pins                           (73)
3242   sidekick                       (72)
3243   stays                          (72)
3244   skeleton                       (72)
3245   thunder                        (72)
3246   resist                         (72)
3247   sweater                        (72)
3248   mirror                         (72)
3249   week's                         (72)
3250   embarrassed                    (72)
3251   intelligence                   (72)
3252   foam                           (72)
3253   pilot                          (72)
3254   chairs                         (72)
3255   zaius                          (72)
3256   nor                            (72)
3257   charm                          (72)
3258   announcement                   (72)
3259   castle                         (72)
3260   pit                            (72)
3261   noah                           (72)
3262   menu                           (72)
3263   pulling                        (72)
3264   kids'                          (72)
3265   amusement                      (72)
3266   pencil                         (72)
3267   alaska                         (72)
3268   direct                         (72)
3269   waylon                         (72)
3270   crummy                         (72)
3271   voted                          (72)
3272   fart                           (72)
3273   ted                            (71)
3274   invention                      (71)
3275   makeup                         (71)
3276   purpose                        (71)
3277   mutters                        (71)
3278   kidnapped                      (71)
3279   dates                          (71)
3280   desert                         (71)
3281   olympic                        (71)
3282   stadium                        (71)
3283   request                        (71)
3284   ants                           (71)
3285   reasons                        (71)
3286   sniffles                       (71)
3287   sandwiches                     (71)
3288   brief                          (71)
3289   flash                          (71)
3290   billionaire                    (71)
3291   family's                       (71)
3292   louder                         (71)
3293   delighted                      (71)
3294   spider                         (71)
3295   gurgling                       (71)
3296   hockey                         (71)
3297   whom                           (71)
3298   farewell                       (71)
3299   warned                         (71)
3300   loan                           (71)
3301   hurting                        (71)
3302   dental                         (71)
3303   bea                            (71)
3304   benefit                        (71)
3305   gag                            (71)
3306   jerky                          (71)
3307   tests                          (71)
3308   stunt                          (71)
3309   squawking                      (71)
3310   bull                           (70)
3311   sooner                         (70)
3312   designed                       (70)
3313   hamster                        (70)
3314   cared                          (70)
3315   choke                          (70)
3316   design                         (70)
3317   heavens                        (70)
3318   thursday                       (70)
3319   hammer                         (70)
3320   marvelous                      (70)
3321   create                         (70)
3322   spin                           (70)
3323   ms                             (70)
3324   dad|                           (70)
3325   frink                          (70)
3326   majesty                        (70)
3327   recycling                      (70)
3328   whining                        (70)
3329   karate                         (70)
3330   eats                           (70)
3331   financial                      (70)
3332   bullet                         (70)
3333   tradition                      (70)
3334   hitting                        (70)
3335   rush                           (70)
3336   chatter                        (70)
3337   bedtime                        (70)
3338   beast                          (70)
3339   sharp                          (70)
3340   hugh                           (70)
3341   '60s                           (70)
3342   creative                       (70)
3343   sink                           (70)
3344   southern                       (69)
3345   universe                       (69)
3346   louis                          (69)
3347   banned                         (69)
3348   zoo                            (69)
3349   id                             (69)
3350   lighten                        (69)
3351   tag                            (69)
3352   boobs                          (69)
3353   badly                          (69)
3354   bottles                        (69)
3355   aware                          (69)
3356   sherman                        (69)
3357   thin                           (69)
3358   estate                         (69)
3359   fried                          (69)
3360   nervously                      (69)
3361   gorge                          (69)
3362   opposite                       (69)
3363   jacques                        (69)
3364   stores                         (69)
3365   cheers                         (69)
3366   represent                      (69)
3367   miserable                      (69)
3368   process                        (69)
3369   bartender                      (69)
3370   soap                           (69)
3371   wrapped                        (69)
3372   expression                     (69)
3373   outfit                         (69)
3374   sobs                           (69)
3375   mumbling                       (69)
3376   cigarette                      (69)
3377   boxing                         (69)
3378   cone                           (69)
3379   snuggle                        (69)
3380   kearney                        (69)
3381   replaced                       (69)
3382   creepy                         (68)
3383   signs                          (68)
3384   puppy                          (68)
3385   burps                          (68)
3386   suicide                        (68)
3387   guests                         (68)
3388   arrived                        (68)
3389   discount                       (68)
3390   entirely                       (68)
3391   sheet                          (68)
3392   clearing                       (68)
3393   considered                     (68)
3394   neddy                          (68)
3395   digging                        (68)
3396   tuck                           (68)
3397   proof                          (68)
3398   australia                      (68)
3399   badge                          (68)
3400   wing                           (68)
3401   shelter                        (68)
3402   anytime                        (68)
3403   murmurs                        (68)
3404   cupcakes                       (68)
3405   crushed                        (68)
3406   sticky                         (68)
3407   foul                           (68)
3408   ron                            (68)
3409   cafeteria                      (68)
3410   clinton                        (68)
3411   expecting                      (68)
3412   click                          (68)
3413   solved                         (68)
3414   parked                         (68)
3415   denver                         (68)
3416   adil                           (68)
3417   lack                           (68)
3418   poop                           (68)
3419   basic                          (68)
3420   harm                           (68)
3421   swallow                        (68)
3422   jones                          (68)
3423   firing                         (68)
3424   entitled                       (68)
3425   brush                          (68)
3426   babbling                       (67)
3427   vice                           (67)
3428   artists                        (67)
3429   dummy                          (67)
3430   congress                       (67)
3431   core                           (67)
3432   youth                          (67)
3433   worship                        (67)
3434   granted                        (67)
3435   rolling                        (67)
3436   tuesday                        (67)
3437   nelson's                       (67)
3438   sucked                         (67)
3439   global                         (67)
3440   dna                            (67)
3441   tatum                          (67)
3442   excitement                     (67)
3443   district                       (67)
3444   trunk                          (67)
3445   warren                         (67)
3446   command                        (67)
3447   disgusting                     (67)
3448   hill                           (67)
3449   maniac                         (67)
3450   baron                          (67)
3451   responsibility                 (67)
3452   mars                           (67)
3453   marty                          (67)
3454   trained                        (67)
3455   splashmore                     (67)
3456   simon                          (67)
3457   arrested                       (67)
3458   gate                           (67)
3459   supervisor                     (67)
3460   classy                         (67)
3461   grandfather                    (67)
3462   failing                        (67)
3463   recall                         (67)
3464   environment                    (67)
3465   muntz                          (67)
3466   motion                         (67)
3467   henry                          (67)
3468   lounge                         (67)
3469   gumble                         (67)
3470   generous                       (67)
3471   wicked                         (67)
3472   convention                     (67)
3473   salt                           (66)
3474   feast                          (66)
3475   sirens                         (66)
3476   incident                       (66)
3477   poem                           (66)
3478   thunderclap                    (66)
3479   pickle                         (66)
3480   nest                           (66)
3481   pops                           (66)
3482   thirsty                        (66)
3483   hitler                         (66)
3484   crawl                          (66)
3485   wednesday                      (66)
3486   village                        (66)
3487   conference                     (66)
3488   jell-o                         (66)
3489   western                        (66)
3490   puts                           (66)
3491   laid                           (66)
3492   towel                          (66)
3493   chose                          (66)
3494   collect                        (66)
3495   horror                         (66)
3496   monroe                         (66)
3497   parts                          (66)
3498   me|                            (66)
3499   robert                         (66)
3500   echoing                        (66)
3501   needle                         (66)
3502   monitor                        (66)
3503   newspapers                     (66)
3504   mexico                         (66)
3505   carrying                       (66)
3506   insist                         (66)
3507   minister                       (66)
3508   vest                           (66)
3509   peter                          (66)
3510   cola                           (66)
3511   wealthy                        (66)
3512   hiya                           (66)
3513   string                         (66)
3514   toes                           (66)
3515   salary                         (66)
3516   remains                        (66)
3517   virus                          (66)
3518   buffalo                        (65)
3519   online                         (65)
3520   slave                          (65)
3521   cooking                        (65)
3522   champion                       (65)
3523   meltdown                       (65)
3524   catholic                       (65)
3525   victory                        (65)
3526   praise                         (65)
3527   ed                             (65)
3528   dining                         (65)
3529   bob's                          (65)
3530   concentrate                    (65)
3531   route                          (65)
3532   triple                         (65)
3533   guilt                          (65)
3534   wreck                          (65)
3535   mt                             (65)
3536   highest                        (65)
3537   entertain                      (65)
3538   poetry                         (65)
3539   spits                          (65)
3540   stayed                         (65)
3541   gifts                          (65)
3542   closing                        (65)
3543   understanding                  (65)
3544   tomato                         (65)
3545   cleaned                        (65)
3546   wings                          (65)
3547   vacuum                         (65)
3548   gather                         (65)
3549   mindy                          (64)
3550   wig                            (64)
3551   thief                          (64)
3552   stroke                         (64)
3553   'n'                            (64)
3554   trophy                         (64)
3555   pounding                       (64)
3556   purse                          (64)
3557   husband's                      (64)
3558   sacrifice                      (64)
3559   returning                      (64)
3560   washed                         (64)
3561   prayers                        (64)
3562   fixed                          (64)
3563   image                          (64)
3564   grace                          (64)
3565   legally                        (64)
3566   purple                         (64)
3567   attempt                        (64)
3568   passengers                     (64)
3569   focus                          (64)
3570   orleans                        (64)
3571   lee                            (64)
3572   technically                    (64)
3573   monument                       (64)
3574   computers                      (64)
3575   spirits                        (64)
3576   article                        (64)
3577   helps                          (64)
3578   gary                           (64)
3579   grass                          (64)
3580   hell's                         (64)
3581   narrating                      (64)
3582   massage                        (64)
3583   steps                          (64)
3584   doctors                        (64)
3585   fudge                          (63)
3586   attractive                     (63)
3587   crossword                      (63)
3588   stood                          (63)
3589   burgers                        (63)
3590   starring                       (63)
3591   fits                           (63)
3592   honeymoon                      (63)
3593   biting                         (63)
3594   rex                            (63)
3595   oldest                         (63)
3596   undercover                     (63)
3597   polite                         (63)
3598   nails                          (63)
3599   fools                          (63)
3600   troll                          (63)
3601   racket                         (63)
3602   apply                          (63)
3603   cubes                          (63)
3604   freddy                         (63)
3605   madness                        (63)
3606   high-pitched                   (63)
3607   happily                        (63)
3608   breaks                         (63)
3609   potatoes                       (63)
3610   pill                           (63)
3611   twelve                         (63)
3612   disturbing                     (63)
3613   brad                           (63)
3614   recommend                      (63)
3615   popcorn                        (63)
3616   spoon                          (63)
3617   lowest                         (63)
3618   vegetarian                     (63)
3619   skipped                        (63)
3620   raspberry                      (63)
3621   deserves                       (63)
3622   routine                        (63)
3623   involved                       (63)
3624   laddie                         (63)
3625   murphy                         (63)
3626   ahoy                           (63)
3627   explode                        (63)
3628   tools                          (63)
3629   cube                           (63)
3630   fame                           (63)
3631   pageant                        (63)
3632   relief                         (62)
3633   loyal                          (62)
3634   chili                          (62)
3635   not|                           (62)
3636   exact                          (62)
3637   rabbi                          (62)
3638   knee                           (62)
3639   influence                      (62)
3640   recent                         (62)
3641   radiation                      (62)
3642   nail                           (62)
3643   dropping                       (62)
3644   ex                             (62)
3645   hiccups                        (62)
3646   tv's                           (62)
3647   sister's                       (62)
3648   curly                          (62)
3649   disaster                       (62)
3650   shack                          (62)
